CurrentLoan,CreditScore,Income,Years,Debt,YearsofCreditHistory,Delinquent,OpenAccounts,CreditProblems,CreditBalance,MaxOpenCredit
442596,740,1242296,4,16936.6,15.5,0,15,0,327788,826892
30712,,,7,13462.83,14.6,24,6,0,112784,195184
597168,,,3,15376.32,17.6,0,8,0,504507,700436
325556,,,6,27178.17,12.2,8,7,0,211337,288574
99999999,713,1168215,9,13239.96,14.6,65,13,0,136097,263978
483824,742,956175,3,6231.05,24.8,23,10,0,589,343222
461252,655,1403758,9,35327.65,24,0,11,1,111644,171446
349844,727,1605158,10,4320.41,19.9,9,11,1,192052,599390
109186,720,452580,2,7335.52,9.1,0,6,0,17214,32736
334466,701,1390648,5,27581.16,18.3,64,12,0,220780,289828
788326,667,1847959,10,48970.98,38.6,78,22,0,577600,923736
348238,709,3315747,10,37302.13,21.7,0,18,0,631313,763818
346676,6010,1497048,1,28568.78,18.5,0,17,0,286159,394460
433884,670,1348981,10,10229.79,12.3,41,5,0,89756,108482
551760,741,1391446,1,20407.9,15.8,0,6,0,360240,518804
99999999,727,567663,3,11069.4,5.5,0,15,0,111055,756404
97064,723,420546,6,10513.84,14.3,80,6,1,99598,250712
99999999,727,1125636,2,17353.65,15.4,0,13,0,346921,727716
335742,720,1391807,10,28299.93,25.7,79,10,0,488452,647108
219758,716,854069,5,11173.9,13,0,5,0,231515,275770
69894,7330,1557848,10,9905.46,17.1,74,10,0,60154,252362
126588,,,9,11215.7,15.1,0,10,0,179778,349272
99999999,750,2288664,1,1239.75,19,0,7,0,42465,1294216
207702,722,1121076,2,21487.29,21,0,15,1,191653,541244
217404,738,1239199,1,10430.05,20.4,6,12,0,313101,589490
64834,,,5,16489.34,17.9,0,7,0,24111,129866
172502,743,1601491,10,4377.41,24.7,1,8,0,153330,778690
124784,682,827545,10,11930.48,34.4,76,14,1,169898,311740
218790,,,10,1938.19,31.7,17,9,2,22686,320430
103488,704,744800,10,11172,21.6,0,11,1,67279,304282
241802,731,1452341,1,24447.68,15.7,50,8,0,227316,408716
265540,,,7,16092.24,12.6,0,13,0,271396,371888
44528,7210,576783,1,8843.93,8.6,0,7,0,71459,149094
548790,734,1137492,5,24930.09,20.5,0,10,0,317319,405988
525514,749,2647498,1,28460.67,27.9,24,9,0,437760,1689600
648582,719,1400357,10,12019.59,17.2,9,11,0,414827,555918
335610,750,5709956,2,22316.26,17.4,0,11,0,179303,1412290
65054,698,1086496,10,15844.86,27.5,76,9,0,151563,236522
163460,730,722817,10,14341.77,18,15,7,0,149511,274802
531520,679,1452645,2,26268.64,8.9,3,13,0,123386,998998
583418,662,1140798,10,14450.07,10.3,0,5,0,515014,772464
99999999,729,842688,4,19943.54,25.5,10,22,0,480852,2209460
251856,738,936054,6,21762.98,15.5,0,13,1,90991,163592
540892,,,2,25091.97,18.2,0,15,0,491796,799766
332178,732,1595962,10,31520.24,16.6,80,10,1,202692,363308
515174,723,1334750,4,14682.25,5.3,0,13,0,100852,442310
174834,7100,2491451,10,30769.36,18.5,0,18,0,647406,1322090
215930,737,648964,0,12600.8,11,0,14,0,61617,544588
779834,705,1790199,5,17305.2,13.4,0,14,0,717554,1308406
215688,731,1117656,3,14808.98,13,18,14,0,189354,777458
213378,680,885267,1,18885.81,13.9,64,11,5,69958,147004
464310,736,2864250,10,58239.75,25.8,0,14,0,374870,1104488
347138,735,1544757,2,15962.47,24.5,72,16,0,584478,854502
99999999,734,1282956,3,15823.2,25.8,40,15,0,346085,1154824
194260,696,726997,5,14418.72,10.6,0,9,0,213940,263252
334862,737,1253164,2,5472,11.6,0,8,0,273258,578446
208318,699,662815,10,13035.14,18.8,36,6,0,92302,122848
655380,7240,1264032,9,13377.71,17.7,38,9,0,124450,279818
99999999,740,881524,10,5156.98,19.1,0,9,0,75487,188364
437602,741,1147904,1,17409.89,14.9,0,20,0,344185,547404
89298,725,1449111,4,11641.3,13.5,50,9,0,37639,142890
219406,,,3,21348.97,12.1,45,16,1,66690,245960
99999999,748,1233651,10,22205.49,24.3,19,11,0,82954,129646
620378,730,2487537,8,18366.16,19.2,0,16,0,669313,1601248
99999999,735,1241707,10,8733.54,19.6,20,8,0,139973,403194
89012,722,922393,7,14258.74,22.4,59,5,0,71079,93434
490864,,,7,19562.59,11.9,16,11,0,65759,472978
141812,,,10,7980.76,24,0,7,1,50844,684662
360162,717,1338474,1,9837.82,18,48,7,0,0,0
99999999,746,2519894,2,34228.5,14,0,14,0,299326,482702
746372,,,10,27777.62,17.9,0,21,0,454366,844492
99999999,743,539923,10,8116.8,26,0,5,0,278635,394900
429308,7220,1112298,10,24377.95,15.6,0,7,0,386631,472230
331760,7140,1650302,7,22554.14,32.4,31,9,0,769595,1100132
116006,732,2119260,1,27550.38,9.8,0,22,0,629527,999922
431728,,,9,26286.31,25.6,0,15,0,582540,711502
539110,662,1583023,3,12413.46,7.8,32,3,0,1691,178398
180180,,,10,6322.06,14.3,4,8,0,82175,252362
440132,,,10,18055.51,22.5,0,13,0,121315,1160896
67496,,,0,5856.94,33.5,0,5,0,254087,327976
260216,714,767866,6,12541.71,19.4,55,11,1,196574,481206
99999999,745,785707,7,13095.18,8,0,9,0,263055,612876
312026,,,1,27712.07,21.2,41,16,0,349638,568590
440044,692,1435127,10,35638.87,19,0,19,0,716452,1320968
172084,715,743052,3,18638.24,18,8,13,0,297654,848892
222068,732,1296465,1,31115.35,8.5,0,7,0,196536,317394
99999999,714,415492,1,7340.46,14,0,18,0,189544,225324
133628,735,1211725,10,31908.79,20.5,62,13,0,211831,340670
375232,740,2192220,1,9389.99,14,15,11,0,268432,328922
475618,692,1901710,3,5404.17,10,20,4,0,0,0
131010,751,942875,10,15007.34,17.6,0,8,0,20444,591734
286220,,,8,8291.03,31.9,0,11,1,49324,221364
761310,656,1878530,8,25516.62,17,9,20,1,92587,427130
114576,,,8,8905.3,13,0,6,0,80066,116776
530486,728,1336251,9,16369.07,20.5,43,3,0,72371,242880
84260,669,304361,10,2866.15,13.8,62,5,0,78014,121088
173030,709,1220256,10,11846.69,14,71,10,0,36157,228800
658284,6400,1231789,10,29870.85,13.8,0,15,0,400292,553080
464728,704,1452512,5,23240.23,16.4,51,8,0,168815,296626
686290,702,1238610,1,9712.8,17.7,0,9,0,43757,888910
95260,,,0,3127.78,15.4,79,3,0,76209,124102
132902,715,1912920,1,3953.52,15.4,37,9,0,79344,168278
228074,704,811984,9,16848.44,28.5,57,18,1,259445,375518
227898,677,530651,6,6221.93,15.9,0,19,0,187568,227876
397012,708,780520,5,17626.87,20.7,66,13,0,240084,430320
99999999,745,1543104,10,27390.02,23.5,0,10,1,60971,534842
291874,745,736801,0,10745.07,29,34,5,0,309586,397430
124608,671,538992,1,10407.06,8.6,0,6,0,143146,225522
391578,,,6,8762.61,14.4,0,10,0,465785,735790
155496,707,1189419,8,20814.88,19.9,0,8,0,327218,453222
65714,,,2,5359.14,22.6,4,5,0,11400,29282
347094,7460,1141938,10,24075.85,18.8,0,14,0,466184,1150930
263296,747,1250618,0,4512.69,40.3,0,13,0,122208,1131966
50138,,,10,33136.38,22.3,29,9,0,44479,113454
468292,,,7,30187.58,27,79,15,0,415074,620136
64790,,,0,4849.18,15.5,0,9,0,126483,155496
178816,,,2,9265.92,29.3,0,4,1,25270,142714
235312,658,704406,5,19019,12.5,0,9,0,46892,135740
196438,729,867103,10,7370.29,13.8,0,10,1,109592,451594
60830,658,175845,0,3545.97,17.6,0,6,0,74746,163592
99999999,742,1057445,10,23175.44,29.5,0,13,1,634391,1008986
492800,669,1257477,10,18233.35,9.7,0,14,1,210197,534908
189266,721,797848,3,11369.41,20.5,26,12,0,193002,360448
685630,703,1251682,10,17627.82,26.8,0,11,0,816354,1542024
330242,717,1321583,10,23568.36,35.2,19,10,0,154774,236456
344828,741,1824019,10,24472.19,19.7,18,10,0,561450,1392050
281556,715,610318,8,3397.39,20.9,81,8,0,205865,510422
664950,722,2488525,10,27166.39,13.7,44,10,0,226898,356972
781176,742,2120305,6,2880.21,21.8,0,7,0,20121,529562
54956,,,2,19239.78,15.8,0,11,1,81168,587400
447568,651,1034265,2,14910.82,8,0,7,0,157472,393822
536756,715,1882026,10,27603.01,14.5,28,26,0,297255,764830
138116,725,1169165,10,11496.9,29.2,20,10,0,252130,338272
402578,746,1545232,10,6914.86,26,0,8,0,346028,2356882
165704,702,1335719,1,26937.06,18.4,20,13,0,163096,342738
172436,737,837729,4,3350.84,8.1,0,7,0,77995,310376
268488,703,1897511,1,42061.82,17.8,16,17,1,230470,550220
242682,743,1143192,10,11431.92,25.9,22,4,0,541367,732292
431288,743,1240662,1,12199.9,21,0,24,0,357979,1936968
390324,749,1252043,3,9630.34,16.4,31,5,0,360012,1114586
326282,714,1634323,10,26966.32,21.1,25,14,0,215992,330814
222596,743,1422587,2,22879.99,11.7,0,7,0,118807,431244
399850,739,1323711,9,19855.76,16.6,0,12,0,299060,588918
87516,732,472435,8,1740.02,13.5,0,4,0,65322,185856
79816,733,574389,10,5743.89,18,0,9,0,157415,223938
346676,742,1309917,7,24997.54,15.4,0,7,0,283385,494186
67320,746,2345208,6,32637.63,22.5,51,10,0,241376,363462
512028,,,4,2771.15,16.4,44,9,0,7942,113520
99999999,705,2626750,6,22327.47,33.8,19,10,1,295203,871992
53746,,,5,9957.52,17,0,9,0,213560,309474
269632,735,2018085,3,14715.12,25.1,22,14,0,100890,934516
134068,740,675450,2,12889.79,19.6,7,10,0,102049,384890
22352,696,579234,1,772.35,8.1,0,6,0,11666,158862
519926,,,3,32273.59,14.6,9,13,0,361741,636548
472714,649,1258788,1,12587.88,12.4,0,11,0,260490,432102
231594,7210,677711,1,13271.69,18.8,52,11,0,178619,276848
782012,742,3087424,10,26757.7,40.4,32,10,0,68875,249986
199936,707,1343034,8,20257.42,17.3,9,10,0,177384,288860
303314,739,2245344,10,25634.42,28.9,0,19,0,273942,573628
267322,,,10,10846.15,16.5,27,10,0,216904,831622
785642,722,1822252,10,20804.24,14,0,9,0,452580,891220
784938,688,2324232,10,30602.35,15.2,0,9,0,414580,480040
178420,718,1926030,6,28730.09,15.8,6,9,0,172767,412456
89606,,,10,38824.41,15.7,0,7,0,72998,123222
537196,,,1,19923.4,24.9,0,16,0,417183,1486276
724834,,,10,12524.61,27.5,41,8,0,201780,435908
337502,725,3400487,1,16945.72,14.5,0,6,0,61275,194348
34826,679,473632,3,7854.41,11.5,0,8,0,212952,250338
99999999,690,1593245,9,18986.13,21.7,27,8,0,1412042,1659878
43934,,,2,4060.49,17.1,0,7,1,161006,314380
99999999,750,512791,2,7392.71,15.3,0,6,0,12198,65978
440352,693,1901520,10,23135.16,16.5,37,10,0,326097,462154
435556,714,1206766,3,16894.61,14.4,33,17,1,132658,404184
122760,608,1230687,3,15178.34,10.9,0,6,0,63346,142428
447524,,,10,19003.23,14.2,0,14,0,698136,1110428
245850,658,765586,0,2488.24,16,0,8,3,60002,273570
173096,719,1065140,10,8112.81,14.7,0,12,0,98135,322828
279202,,,10,12012.94,27,47,10,1,133247,257576
425150,,,1,28349.71,9,0,12,0,330486,517132
773322,,,3,30626.1,11.4,0,10,0,20539,528308
196064,708,962065,1,11705.14,29,0,8,0,323190,806520
99999999,683,467210,2,11174.09,22.3,0,11,0,175484,387046
425788,722,1053360,3,19399.38,10.5,0,13,1,225777,562232
449636,728,1262056,10,12620.56,36,0,14,1,335616,626780
323576,720,689301,10,15107.09,19.6,44,6,0,232313,394988
133012,730,1072189,5,6477.86,9.4,78,9,0,150385,888492
131230,713,1171160,7,29571.98,10.3,6,13,0,332785,468204
312378,,,9,15664.17,13.5,0,8,0,123329,536822
99999999,742,919296,0,5385.55,17.8,43,5,0,193838,325754
310310,730,1761110,6,40945.76,26.5,62,8,0,762945,939796
334730,704,732393,2,8636.26,11.7,0,7,0,122379,196262
70796,718,487749,1,7560.1,8.1,0,11,0,69141,119834
550726,706,2301983,10,39133.73,21.8,40,12,0,444201,675884
347842,719,957562,10,18034.23,22.1,78,9,1,182913,450626
137236,729,2094484,10,52885.93,21.3,0,12,0,737542,924220
784784,608,1742832,8,26432.99,14,0,12,0,482315,1431980
337832,706,1147562,6,22377.63,17.7,40,11,0,533178,698368
396990,726,2285700,3,20571.3,24.5,11,11,0,1718873,3095290
197340,,,1,14539.18,11,0,10,0,151506,184250
144034,736,469452,3,7198.15,15.2,0,3,1,83220,102190
313038,594,1408052,10,21707.31,21.6,40,18,0,562514,765380
99999999,745,2618238,10,41782.71,26.6,0,13,0,1310031,2851288
99999999,740,1658510,10,13461.5,19.9,70,14,0,331436,591316
330066,744,1691342,10,38900.79,17.8,0,10,0,567169,1007248
419474,743,2097315,3,42470.7,17.9,0,12,0,1047641,1454530
524084,721,1926030,10,38039.14,22.7,47,8,0,248919,584628
653532,674,2257656,3,17891.92,16.2,0,10,0,535097,638088
111034,712,1342502,1,8245.24,20.5,42,5,0,44783,66638
540430,725,1680246,10,27163.92,16.5,0,12,0,560671,985138
337370,747,1165422,2,20880.43,21.5,0,8,0,418684,868780
460526,717,1818167,0,18484.72,32,34,15,0,523203,1311266
179872,,,10,3843.13,15.8,0,4,0,132924,450010
357852,724,1120069,8,29868.38,8.5,0,17,0,493221,1100374
312620,7080,616588,10,13821.93,15,0,17,0,404852,1070278
645150,720,1526669,10,21627.7,19.5,27,12,0,586340,847572
216656,698,1029116,2,11234.51,10.7,0,14,0,24263,131912
155914,697,338333,8,9247.87,17.5,0,12,0,142253,306174
184514,729,1403758,0,39889.93,17.6,9,13,0,82802,278718
429836,,,10,24194.41,33,10,13,0,1426767,4009830
453002,717,1956107,10,41893.1,21.3,9,13,1,127870,220000
718652,689,2327424,1,11947.39,15.6,69,14,0,615163,1483922
166914,7440,576612,8,10878.83,33.1,28,11,0,110371,280236
305140,741,1487035,10,14374.83,24.4,18,13,0,713944,950224
215534,,,6,9020.63,30.5,53,5,1,72048,99440
152856,,,10,9426.85,17.1,9,11,0,105355,230164
356994,,,9,8883.45,14.3,40,8,0,102239,165110
99999999,704,645506,0,13286.89,16.5,0,7,0,210330,258786
429176,,,0,21068.72,18.2,0,18,0,685957,1630948
429528,654,1250941,7,12926.27,15.2,32,12,1,217303,356378
99999999,741,2501863,10,23142.19,25,8,13,0,161215,309562
445588,7270,962065,1,10582.81,10.9,0,5,0,103303,183480
180466,,,4,41059.57,21.5,60,6,0,563179,915882
99999999,716,774364,3,12518.91,11.8,0,6,0,7030,312972
153186,748,911430,10,15570.31,17.4,0,12,0,459572,661034
173734,738,470345,1,13052.05,16.8,0,5,0,184699,217778
56232,741,1398647,10,31585.98,22.4,0,9,0,454176,551232
185086,715,1860119,5,6789.46,10.1,50,8,0,193477,383614
389950,722,2245116,6,14668,16.9,36,8,0,210938,413952
544280,696,1744542,3,30529.58,8,40,11,0,272669,473352
219494,706,644974,10,1381.3,12.9,81,3,0,38532,159896
430144,,,10,17031.98,18.6,0,10,0,106970,315964
107866,7430,1080511,10,7806.72,20.9,0,9,1,35112,207438
210254,748,586359,10,10700.8,21.4,0,12,0,120175,752202
219252,716,1230801,10,20000.54,27.2,36,6,0,231325,295966
201872,732,1452930,10,13923.96,23.7,19,10,0,170012,246686
99999999,710,1235000,10,24288.27,19.3,0,8,0,330239,450912
328218,671,1301139,10,22878.28,21.4,0,26,1,318687,704198
198110,719,760380,2,11088.78,15.6,39,9,0,90231,211508
153472,,,10,8748.17,12.7,0,8,0,191254,374704
161876,733,1677510,10,24743.32,17.8,0,9,0,732640,986436
652872,,,3,12399.78,22.6,0,12,0,238108,1681152
108702,718,1689822,10,19714.59,13.8,28,8,1,186960,526680
128458,682,778468,2,7959.86,10.8,6,11,0,0,0
454784,,,6,16201.68,23.4,0,10,0,222946,899492
472912,739,2172099,10,9503.04,17,46,7,0,444847,547954
99999999,728,1606450,3,18474.08,18.1,7,9,0,275975,522984
65318,709,470060,3,1786.19,5.2,0,9,1,32414,165352
125840,,,8,7180.48,13.6,0,13,1,93309,385836
322916,7250,776036,1,15714.71,12.3,0,10,0,304646,442618
343772,745,1391655,2,20295.04,12.9,12,8,0,247741,359018
151580,734,785479,2,13942.2,16.8,0,12,1,139745,227238
437096,,,6,16350.07,14.4,0,12,0,195586,541750
515174,606,1701165,5,18287.5,18.5,43,4,0,150119,205700
99999999,741,799995,5,3180.03,17.2,0,3,0,21736,156310
107448,715,483360,1,10714.48,7.7,58,18,0,162374,559548
225456,737,973560,10,3602.21,23,29,8,0,123785,401478
396836,,,1,11035.2,9.5,0,14,0,311258,370414
553520,690,4780400,2,29319.66,18.6,62,24,0,134862,709808
21604,708,186523,3,4538.72,10,0,11,0,121904,211640
79244,,,7,17898.57,28.8,81,11,1,127338,294866
219186,750,1268288,4,13211.46,11.9,0,17,0,125419,839498
157102,733,555902,2,2867.48,9.7,0,13,0,97983,126478
84986,714,695286,9,12399.21,17.5,0,8,0,294671,362186
373186,743,1937620,4,30517.42,19.3,0,12,0,682309,1180938
601656,,,7,55272.9,37.5,31,10,5,7581,109868
65054,721,842859,7,12783.39,21.6,0,9,1,160056,428978
268356,745,1216760,4,9673.09,14.7,5,15,0,172672,748770
267586,722,1315237,2,25318.26,13.9,0,7,0,458793,578688
167024,747,1154022,2,11848.02,12.4,0,9,0,172197,313984
431288,744,1583023,10,32188.09,16.2,14,16,0,242554,577874
99999999,657,1058509,9,5433.81,10.7,0,7,0,308636,411246
99999999,719,1635881,10,35853.19,16.2,33,14,0,647121,867262
99999999,747,1329069,1,20268.25,20.9,0,13,0,610242,1275406
110814,708,1186721,0,7308.35,16.5,32,9,0,159961,224224
135278,,,1,38513.95,14,0,13,0,530309,613448
547250,724,1172110,10,7335.52,16.5,31,6,0,267805,352396
640926,713,1453690,5,6129.78,21.6,62,5,0,19798,56166
325578,,,0,16214.79,34.3,76,7,1,214738,373362
108284,693,1215620,7,9106.89,26.6,14,6,0,112708,335522
448272,716,1045285,10,16289.08,23,24,7,0,115558,157432
155562,7080,802370,7,8491.67,18.4,32,10,0,109782,144760
223300,735,771400,10,20442.1,17.5,0,19,0,220229,667546
554026,683,1339709,10,17416.16,22.4,17,6,0,199234,296912
99999999,744,1600959,1,22279.97,18.2,0,7,0,430008,577632
485408,,,8,24660.86,14,0,9,0,301055,714340
760452,676,1876440,10,43470.86,20,0,10,0,300162,579238
154836,717,1814747,1,17996.23,11,0,11,0,119092,232144
111958,714,615790,3,13906.48,6.4,0,7,0,32433,110418
122936,724,2095016,3,17982.36,16.4,0,9,2,72447,195096
216986,744,538175,6,4381.59,12.7,0,6,0,257887,534160
286154,,,6,33258.55,18.6,0,16,0,240920,429176
322388,740,1911799,3,15390,12.3,0,14,0,423244,1072368
773938,678,3341967,7,21332.82,17,0,11,0,997557,1580128
426382,732,839021,10,22233.8,36.9,13,11,0,449749,1115114
435468,727,2444559,3,16867.44,18.1,42,10,0,284107,420134
216018,,,1,5687.84,9.5,71,9,0,129238,252758
534028,748,1883223,10,26051.28,21.3,0,14,0,266665,1764422
337788,714,967252,6,13219.25,36,0,7,1,13889,178816
130130,723,1311247,2,10205.85,10.5,0,12,0,121296,190828
191620,741,810521,5,14184.26,8.6,0,11,0,140239,259402
121242,711,387790,1,3877.9,5.5,0,7,0,103417,286506
221892,745,2721199,2,30840.23,21,14,11,0,81985,328460
449724,713,1592428,10,10178.3,14.8,0,4,0,60496,195646
271436,,,10,31403.2,11.8,0,22,0,557821,1193896
450472,7440,1381110,10,24054.19,16.2,9,12,0,68362,315326
76340,,,0,13507.29,38.1,0,6,0,238716,464552
99999999,700,378594,2,11042.23,9.1,46,8,0,33269,65758
133364,,,4,8330.93,19.6,15,10,0,119795,270930
99999999,745,1446641,10,4098.68,26.8,0,8,0,145882,188958
458106,732,1117086,0,15732.38,38.6,55,14,0,291555,981376
99999999,746,1415595,10,26306.45,23,0,10,0,140068,1142152
530332,691,1253525,3,36561.13,31,42,14,0,520467,772618
196504,742,754224,0,2074.04,43,0,5,1,71326,268158
108944,,,1,2239.53,13.9,16,4,0,64828,113388
258984,712,1919817,10,30717.11,21.7,0,13,0,103797,938982
221628,740,1148436,2,28040.96,14,76,19,0,201666,452540
227238,713,792566,3,16776.05,19.7,0,20,0,505210,869198
779856,,,10,58531.4,16.3,17,13,0,661485,1044912
194282,692,1582339,10,38371.83,22.3,22,26,0,691068,992772
757306,696,2242380,4,30085.36,13.9,73,13,0,620179,849838
99999999,700,1335985,5,23491.22,27.8,49,15,0,386574,749738
99999999,712,818881,1,14603.59,13.2,60,20,0,186694,343662
195932,706,733229,8,3104.03,19,60,9,1,493202,907896
99999999,734,2358793,10,5779.04,46,56,8,1,58919,259380
222728,,,7,3508.92,10.9,46,5,0,142728,425942
502260,718,1414455,10,18741.6,23.4,0,12,0,340157,606848
332442,585,960184,8,18643.56,16,0,15,0,333697,472934
128942,706,842517,1,10320.8,15,36,6,0,120156,148324
443388,729,1742319,9,24682.9,13.8,0,18,0,297768,713834
99999999,743,2429245,10,14535,24.6,0,15,0,281466,1831016
224730,688,685710,1,14456.72,10.8,0,7,1,73967,125752
140008,748,422218,6,0,22,0,3,0,0,0
723382,7060,2551016,3,53783.87,20.2,44,19,0,632947,882970
99999999,738,1535485,10,28150.78,12.9,51,10,0,129865,229218
536646,723,1334750,2,16239.49,13.6,13,11,0,337060,598598
99999999,740,1627920,8,33372.36,19.2,0,12,0,859161,1120262
172788,731,652897,9,2780.27,14.8,0,4,0,72333,215886
291324,729,559113,3,14863.13,27.4,0,12,0,375345,1329108
756756,,,10,29317,22.6,0,11,0,422769,2014452
26312,727,795283,10,12393.13,22,46,5,0,519023,958474
367884,730,967195,0,21600.72,23.2,60,7,0,419007,533148
118228,,,0,1801.96,21.5,71,5,1,46493,161216
432212,717,1119822,10,21967.23,21,0,10,0,374433,589864
140162,718,307743,0,5693.16,13.2,48,4,0,163058,276034
178948,742,1255748,1,20719.88,16.8,0,10,0,132772,637956
138028,720,1192041,10,10430.43,28.1,49,5,0,146870,181104
328790,725,1097915,6,15553.97,10.3,0,16,0,286406,652806
331496,6560,1106959,1,22969.48,8.4,0,8,0,174610,410960
457754,741,3557959,7,90431.64,21.1,0,19,0,2279392,2935812
99999999,737,1040706,10,6686.48,27.7,0,13,0,194617,262636
173074,718,1999294,0,8980.16,19,30,8,0,116755,292600
687522,,,3,32008.16,23.4,0,14,0,27892,252274
606584,714,1249060,10,11241.54,12.6,75,6,0,31008,53988
222266,701,739043,4,12502,5.9,0,10,0,111644,215446
181434,721,348213,0,4904.09,17.5,0,7,0,100586,164736
211970,,,1,11861.51,21.7,0,12,0,193914,688710
182512,7090,814834,5,17518.95,9.6,0,13,0,156902,359744
99999999,742,1390838,2,36857.15,24.3,10,10,0,46721,278894
536250,,,10,14316.12,27.3,0,8,0,184186,679228
544896,678,1075761,2,22501.13,24.4,0,16,0,295944,686708
260986,690,705242,0,6699.78,12.1,16,4,0,16340,116754
343596,742,1079314,9,13581.39,27.3,0,7,1,164939,317790
66572,666,862448,2,17392.6,30.1,0,13,0,348365,490710
133980,731,1407805,0,16893.66,40.9,3,9,0,519061,873576
78430,741,638609,1,10621.95,16.7,0,8,0,91713,210694
486552,674,1137264,10,31274.57,19.8,0,12,0,430635,727936
552662,7120,996930,7,25836.96,15.9,0,18,0,493164,859980
110022,736,878066,5,709.84,9.9,23,7,0,25441,165528
777326,741,2301660,10,30305.19,24,0,16,0,751165,3609012
322982,665,2789295,7,18734.76,23,0,14,0,154261,251218
201476,732,2126575,9,13025.26,24.6,0,6,1,37354,207922
589556,734,1263462,10,28006.57,18.8,48,13,1,314127,513018
135278,,,1,7769.86,7,0,10,0,21318,128590
99999999,731,1222156,5,22304.29,15.8,0,9,0,426911,652982
393030,710,1553896,2,35869.15,18.7,54,21,0,269287,568986
89408,749,2567679,4,3680.3,34.1,59,7,0,204307,1399838
526658,679,988969,5,28103.28,38.4,0,9,0,647159,844800
214830,740,1391522,10,22032.21,18.3,0,10,1,197087,519838
259908,,,10,11195.18,28.4,34,11,0,382983,745294
211750,,,4,4901.62,9,0,11,0,176681,347336
121088,694,456361,1,10610.55,12.4,18,9,0,76779,121110
259490,669,1689727,7,24641.86,17.7,18,7,0,291384,363176
264286,,,1,13704.7,17,0,11,1,169480,378114
442420,686,1510329,3,38261.63,12.5,21,12,0,174952,238898
445368,721,3846360,8,45194.73,15,0,16,0,485849,796840
359282,723,1648440,9,13132.61,24.6,46,10,0,227031,534336
152746,745,1013175,6,14437.53,12.4,34,7,0,183502,318560
468336,679,2889045,6,53447.38,18.8,8,6,0,1177221,1408176
107910,703,1242638,10,31687.06,23.9,0,19,0,283974,393316
324368,746,1027140,7,24223.1,13.8,0,9,0,28025,97174
384450,6770,847742,1,16813.29,18.1,39,6,0,233073,355542
235026,,,5,11443.32,38.6,0,6,0,368391,555412
77022,736,836247,10,494.76,18.8,33,6,1,49533,189288
329318,,,2,12087.04,30.7,0,17,1,252396,447546
773080,729,2575260,8,65669.13,14,0,13,0,851865,1025332
332970,723,2300520,10,18557.49,19.4,0,12,0,424745,641234
107954,684,1407824,1,20999.94,19.2,7,7,0,94202,222596
555170,,,0,11737.25,31,0,13,0,1040307,1524754
67540,729,388816,1,1010.99,7,0,3,0,14383,40524
581812,,,10,20709.81,16.8,67,10,0,182343,289608
109758,,,1,11904.64,11.9,53,9,0,22401,701206
99999999,723,751564,3,13778.61,11.2,0,7,0,93100,115280
438020,738,1324015,1,23059.92,14.3,10,19,0,493107,1057342
129536,7350,1118682,1,19204.06,14.9,12,14,6,101593,340978
270578,724,2531503,1,25315.03,13.8,57,10,0,271567,410498
30954,,,0,3052.73,27.7,0,5,0,98287,150326
69212,750,5641024,10,46209.33,24.2,6,19,0,636272,2472294
215688,738,1676484,9,19279.49,16.6,0,20,0,81301,287034
175164,734,1444950,10,13726.93,13.2,0,7,0,76798,240372
252428,716,764940,3,16000.09,10.5,0,9,0,175199,455862
442156,701,1241061,8,40437.7,12.4,0,15,0,2150344,3818804
113784,741,1133958,7,4101.15,15.6,0,7,0,97546,172964
85954,,,7,18510.94,10,0,9,0,200678,425590
108526,718,1124610,10,18087.43,22.4,52,10,0,285494,747934
99999999,731,2035109,8,13567.33,17.9,75,9,1,81149,361416
66616,739,460294,10,3758.96,15.3,67,11,0,111511,453024
111188,747,656279,3,1990.63,15.1,0,10,0,12635,472230
155320,722,996398,10,6733.98,11.1,50,10,0,218766,448338
617782,,,3,31066.14,14.9,0,18,0,889675,1954766
529298,683,1032973,10,22294.98,21.8,35,12,0,215536,549692
222222,,,1,14206.11,32.5,0,13,0,234517,1155550
173008,692,1307390,1,26147.8,20.9,0,4,0,417506,562122
99999999,721,563407,8,13991.41,13.2,54,14,0,236132,468974
87274,743,490029,5,5541.35,23,17,6,0,150594,213708
303512,739,927865,3,17706.86,9.5,19,12,0,134083,383350
99999999,664,2368122,7,25062.52,15.6,12,11,0,377568,486860
554576,,,3,39640.46,16.8,40,15,0,384047,769362
579854,711,1361065,10,30056.67,19.4,0,16,0,391970,1216754
389818,,,10,10361.84,14.5,15,11,1,121391,1089550
329142,728,1042283,10,15026.34,18.8,0,11,0,248653,561220
31834,716,1118226,1,10623.09,21.2,0,8,1,36385,239338
462088,,,5,13810.15,21,69,15,1,215840,435402
233618,707,1408527,10,15141.67,17,0,13,1,100548,261602
442904,712,918023,7,7956.25,12.9,0,6,0,360696,1082004
398332,740,821826,4,18559.39,14.9,34,8,0,58273,404030
464948,,,10,27061.89,22.3,7,11,0,516344,1001440
474034,742,1916682,10,16451.53,29,38,17,0,365161,689744
429880,740,2079056,1,35343.99,14.9,76,7,0,147725,322124
104544,726,316483,0,4245.93,29,65,2,0,67070,161788
223454,,,6,4014.13,25.9,16,9,0,86431,272712
333432,744,1919760,7,24316.96,27.8,42,12,0,218082,705364
